사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,자치구
202206,6호선,동묘앞,206,1,4440,876,4884,4463,9700,8631,13761,24369,10765,18619,10072,14169,12703,14896,15565,14801,15570,15241,16617,14397,18241,13890,20489,13634,20920,13686,23021,16154,11658,11697,8511,7954,7205,8060,5802,7964,2373,8072,251,2168,0,0,0,0,0,0,20220703,종로구
202206,6호선,디지털미디어시티,117,3,5913,2669,14903,11434,46194,28194,48971,74703,26766,27008,16311,11824,14009,10463,14644,11883,13881,12579,12664,12618,14027,14825,18149,21117,31510,26762,49544,42563,19981,32112,11272,19721,9163,18486,14075,18199,3063,11630,457,3755,0,2,0,0,0,0,20220703,은평구
202206,6호선,마포구청,21,1,6788,2191,13407,7120,38981,14148,54794,35464,31538,17244,20896,13103,18666,12178,19579,14629,18554,15421,17141,14434,17854,17926,19535,20339,24735,26688,36024,40150,16623,29845,12411,19388,11305,17104,11843,18098,4238,11617,470,2423,0,0,0,0,0,0,20220703,마포구
202206,6호선,망원,3,0,5664,1035,10312,5052,26954,9309,36800,31221,22614,27484,16980,20238,16403,23391,19032,25449,19636,27106,20307,25660,21625,28572,24326,30841,28547,36725,36431,46707,23836,32205,21374,17351,21385,15634,18157,13269,8057,9454,866,1515,0,0,0,0,0,0,20220703,마포구
202206,6호선,버티고개,1,0,812,349,1775,1223,4596,2729,7444,4830,4693,3010,3346,2578,2993,2340,3168,2581,3060,3012,2717,3009,3297,3146,3662,3576,4476,4514,5467,6421,2825,4792,1977,2974,1607,3051,1360,3007,576,2158,109,386,0,33,0,0,0,0,20220703,중구
202206,6호선,보문,18,0,3419,918,7089,3829,21444,9117,31369,18101,15945,9410,10468,6507,9547,6495,10091,6742,10333,7529,8981,6844,9697,8477,12564,9927,13666,13324,16513,21453,8111,16467,6441,10804,5729,10645,4750,11170,2515,8592,396,2352,0,0,0,0,0,0,20220703,성북구
202206,6호선,봉화산(서울의료원),37,1,5029,960,15512,2773,46911,5917,37603,13024,18587,7294,13923,6320,11745,6288,11696,8076,10745,9409,9522,9256,9195,11578,10375,13929,12210,18856,10506,29073,5376,28637,4030,16042,3469,14035,2931,13954,1065,9137,107,2624,0,111,0,0,0,0,20220703,중랑구
202206,6호선,불광,33,0,1709,480,3848,2786,10150,4134,11912,7428,6721,7377,5755,5214,6526,5959,7383,6164,7795,7118,8229,6902,9408,7450,10551,8018,9984,9403,9497,13679,5730,10435,4665,6009,3992,5309,2463,5120,914,4096,124,1749,0,0,0,0,0,0,20220703,은평구
202206,6호선,삼각지,16,1,1685,921,3348,7026,7941,16042,12922,26402,8780,12621,6987,9545,8929,8293,10463,8887,11302,9675,12002,8968,14858,7876,18409,8175,23257,9954,29482,13576,13398,8501,10276,6056,10070,5868,8648,7317,4516,4776,946,1754,0,0,0,0,0,0,20220703,용산구
202206,6호선,상수,79,0,4482,1008,5419,3401,9308,6436,13952,23410,8649,22460,6839,16789,7590,16549,10341,18511,11797,20255,12216,18175,13756,16703,16667,20194,20855,24379,26643,31665,18841,21293,17181,12691,19470,10197,20202,9541,12909,7409,1771,1546,0,0,0,0,0,0,20220703,마포구
202206,6호선,상월곡(한국과학기술연구원),12,1,4775,621,8786,1987,24878,3525,27622,12949,14250,7445,9532,5948,9024,5763,9073,5756,8358,6771,7712,6494,7670,8334,8544,9761,8786,12742,9244,18738,6101,16952,3449,9839,4748,9398,2718,8691,1201,6252,97,1407,0,0,0,0,0,0,20220703,성북구
202206,6호선,새절(신사),29,1,11031,560,20149,5142,52936,7883,61130,14211,30626,11879,19974,8809,17594,10094,18320,11885,16830,13958,14441,13480,15171,18202,18569,20595,16455,28915,14912,44889,9233,39105,6608,22144,6005,20543,4294,19616,1538,13541,171,3908,0,1,0,0,0,0,20220703,은평구
202206,6호선,석계,1026,7,8552,1787,20204,5433,48275,8434,52409,13643,27963,10590,19821,9771,17565,11204,17114,13106,16761,13852,14463,14753,14204,18724,15941,25019,15538,30758,14470,49259,10494,41800,7641,23240,6838,21339,6097,20213,3251,13961,464,3713,0,2,0,0,0,0,20220703,노원구
202206,6호선,신내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220703,중랑구
202206,6호선,신당,107,0,6240,1218,4752,6964,6119,15427,10197,36967,9471,21740,7906,13361,10014,10847,12370,10158,10892,12024,10416,8849,12809,8256,19141,9934,20205,12492,23782,18126,14311,16826,12460,8376,14501,6691,17358,7065,4965,8892,696,1616,0,23,0,0,0,0,20220703,중구
202206,6호선,안암(고대병원앞),13,0,1723,1436,3436,8081,8615,16005,11231,38678,10263,33552,12360,26815,16250,17939,16862,17938,17192,23250,18440,16226,25213,15139,30662,13682,39633,15570,31843,20030,17570,14517,15515,9619,15982,9980,16595,10532,9858,8266,1210,2727,0,96,0,0,0,0,20220703,성북구
202206,6호선,약수,14,2,1379,363,1895,2018,4680,5914,7333,16652,5414,8450,4298,4935,4564,4665,5098,4639,5279,5052,5128,4649,5784,4986,6436,5454,8236,6811,12396,8414,6117,5424,4831,3281,4845,3048,4129,3071,1851,2024,411,993,0,0,0,0,0,0,20220703,중구
202206,6호선,역촌,0,0,2104,279,5992,2009,16457,2832,16086,7399,8310,4255,5583,3584,5147,4080,5835,4907,5899,4882,5087,5081,4570,5708,4542,7925,4898,9958,4869,16404,2890,13702,2097,7324,1717,7533,1309,6839,477,4904,57,1204,0,0,0,0,0,0,20220703,은평구
202206,6호선,연신내,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,3,0,0,0,3,0,6,0,2,0,4,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20220703,은평구
202206,6호선,월곡(동덕여대),22,0,6507,846,13599,3702,39801,7343,44892,24499,23697,15800,16450,11796,16133,11719,16104,12769,15620,13595,14819,13769,14697,16025,16634,20742,19067,24196,23917,38377,11970,30637,9118,17873,7609,17162,5184,15599,2523,11003,318,2427,0,1,0,0,0,0,20220703,성북구
202206,6호선,월드컵경기장(성산),1,0,909,1406,2731,3494,7917,5244,9372,10113,5180,9449,5484,9406,7004,9895,7859,10777,8011,11998,9044,11904,11095,11337,13972,13394,13848,22222,12735,40686,7335,33289,6459,6376,18909,4098,34985,3501,3368,1955,273,399,0,0,0,0,0,0,20220703,마포구
202206,6호선,응암,12,0,11313,1368,26926,5862,69606,9673,88202,17807,44303,12528,28103,12763,24708,13795,25912,16959,23983,18055,20361,19892,19765,24833,21482,31251,20861,42968,21096,70444,13294,58293,10117,37611,8341,30466,6745,29544,2429,19822,238,4983,0,0,0,0,0,0,20220703,은평구
202206,6호선,이태원,5,0,16456,1401,10506,6613,10131,10674,13437,27099,10247,23358,8579,16841,9832,17084,11760,19083,13537,20121,15349,18905,18427,20143,23843,25134,27636,31589,31634,40965,24159,33463,23482,24530,28426,20512,32868,17934,22687,15724,2867,4397,0,0,0,0,0,0,20220703,용산구
202206,6호선,증산(명지대앞),29,3,8071,708,15224,3993,39991,5593,47435,10700,25855,8327,16789,6715,13995,8326,14622,9478,13546,10851,11917,11634,11504,14865,12628,18408,12451,24419,12646,39618,7436,32827,5662,19083,4362,19023,3806,16856,1559,10658,185,2831,0,0,0,0,0,0,20220703,은평구
202206,6호선,창신,14,0,2621,392,4987,2295,14415,6951,16682,5907,8343,3873,5294,2629,4611,2716,4369,3103,4196,3341,3715,3222,4578,3888,6011,4739,4905,6097,4387,9068,2931,7277,2931,4484,1695,4711,1373,4244,553,2954,46,647,0,0,0,0,0,0,20220703,종로구
202206,6호선,청구,12,0,1673,569,3009,2521,7038,6759,9180,21669,5999,10228,4226,4590,4278,3702,4175,3740,4557,4111,4170,3826,4368,4442,5674,4959,6379,5875,11956,6984,8309,5380,4533,3394,3850,3087,3188,3233,1484,2208,178,637,0,0,0,0,0,0,20220703,중구
202206,6호선,태릉입구,23,0,4515,814,7126,2856,19137,4163,21411,8168,11446,6722,8366,5552,8208,7125,8445,6711,8431,7456,7973,7857,7567,8455,8619,11270,9292,13740,9250,22603,5730,19392,4682,9959,4011,10603,3281,9507,1633,8104,262,3210,0,3,0,0,0,0,20220703,노원구
202206,6호선,한강진,24,1,1256,769,1355,7495,3060,18523,4948,39177,3985,27021,3326,17361,4356,17821,6008,17810,7291,22303,9938,16400,13936,16856,24258,18051,28634,20584,36698,23740,23359,12107,20431,4190,23390,3171,23568,2787,4721,2223,566,1895,0,139,0,0,0,0,20220703,용산구
202206,6호선,합정,26,2,4134,1393,6023,7234,14106,16202,20413,41315,14508,27931,11657,17274,13074,19044,15818,19575,17970,21963,19040,19359,20951,20261,24622,24259,31683,30228,47645,42990,30620,26417,27176,13741,30257,12418,27481,13318,14922,9877,2169,2028,0,2,0,0,0,0,20220703,마포구
202206,6호선,화랑대(서울여대입구),7,2,6205,926,20954,2923,58416,7399,52143,12961,25949,9175,17198,7482,15574,7632,15186,8127,14458,9498,12757,9489,13518,11795,16744,13883,16079,20802,12699,33527,7280,30906,4874,17761,4394,16022,3330,15182,1234,10816,95,3024,0,9,0,0,0,0,20220703,노원구
202206,6호선,효창공원앞,12,0,2576,674,5817,3682,16565,7922,25650,22960,15630,12798,9462,7392,8993,7504,9938,8022,9776,8266,8711,8323,9735,8103,11484,10404,14779,12512,21761,18314,9255,12715,6775,8113,6025,7721,4420,7343,2286,5084,309,1508,0,0,0,0,0,0,20220703,용산구
202206,7호선,가산디지털단지,681,4,6985,6502,9492,26455,21839,117899,25930,368521,17823,199226,17230,55334,21657,33789,27759,31485,32402,32839,36274,28923,46151,26477,66961,26262,183018,27778,295378,33136,120380,24289,66039,14205,53378,11729,30583,10549,11723,8045,1259,2476,3,3,0,0,0,0,20220703,금천구
202206,7호선,강남구청,28,0,1754,1794,4081,13620,6711,31609,9658,107715,8411,98824,8676,39660,10459,23529,12736,20261,15259,21828,18707,18182,24245,16076,28791,16702,44102,18294,88904,19757,50915,12123,32965,8037,31421,6338,25187,5270,9856,3961,1491,1381,0,0,0,0,0,0,20220703,강남구
202206,7호선,건대입구,57,1,4117,1083,4979,7566,12063,17958,18928,35298,15262,28799,13553,23955,15310,21108,17047,21804,18933,24817,21386,22986,25539,22078,30152,23280,36006,27902,33090,38741,23903,25925,26759,14204,22672,11808,20561,10313,10688,6204,1348,3376,2,115,0,0,0,0,20220703,광진구
202206,7호선,고속터미널,29,3,1087,2776,3087,22065,11051,36493,17807,51255,23461,35405,22825,27304,26540,25335,25949,23017,27136,25739,28198,23058,35148,19652,40745,19849,54586,21189,52962,23569,33194,15312,33348,9177,30860,9022,23600,5585,8246,3282,527,559,0,0,0,0,0,0,20220703,서초구
202206,7호선,공릉(서울과학기술대),24,0,6395,925,14730,4349,36790,12210,40817,21020,23899,15423,17953,11026,16877,11156,17969,13716,17216,14489,15784,14362,17462,17377,20795,21122,19705,25922,21192,37712,12090,35489,10340,19638,8973,18066,8153,17297,3753,12003,443,3352,0,0,0,0,0,0,20220703,노원구
202206,7호선,군자(능동),52,1,8726,1032,14570,6890,35254,8958,56843,29111,36999,18267,20445,11525,17685,11215,18975,12160,18857,13534,17064,13757,17948,16508,20978,19998,26017,26412,33607,40257,19972,31731,16141,19416,15694,17497,12974,16617,6371,9939,869,2757,0,11,0,0,0,0,20220703,광진구
202206,7호선,남구로,86,0,16286,1844,15216,8030,30973,32467,34670,96521,22558,46106,14618,18552,13619,14056,14655,13136,14348,14624,13722,12647,15601,16058,18847,21916,40550,27911,70620,30376,31674,21813,18371,14491,12369,16839,8465,14735,3567,7985,367,1598,0,0,0,0,0,0,20220703,구로구
202206,7호선,남성,26,1,6045,926,13658,3910,37733,6474,54430,14338,31406,11613,18699,9917,15975,9960,16143,10870,15741,12764,14146,12770,13691,15920,14694,18769,14217,24943,14320,39493,8526,29733,7315,18509,6931,17179,5202,16043,2304,10301,300,2491,0,1,0,0,0,0,20220703,동작구
202206,7호선,내방,5,0,2338,1724,7064,10732,18153,24415,27397,79230,19360,44685,14340,19569,14188,15259,15751,15094,17497,16926,17495,15678,19430,15252,24347,17387,36731,22084,67181,29857,25703,19826,18276,11929,18485,10946,13500,9544,4751,6477,615,2944,0,95,0,0,0,0,20220703,서초구
202206,7호선,노원,59,0,6888,2290,14760,7167,37610,17713,39430,41836,27811,40328,26033,30980,29010,29878,31589,31671,32019,34930,33428,34358,36465,36581,40568,39437,40867,45639,43580,56698,28485,49087,27980,24556,21541,19705,22064,16709,7674,12870,998,4757,0,0,1,1,0,0,20220703,노원구
202206,7호선,논현,62,1,2825,1272,4907,15942,8549,43229,13834,108783,11739,94271,10946,36034,12181,21890,14255,19944,15488,21414,19110,19686,23812,18534,29301,19276,53583,23824,95769,31587,51558,17844,34170,10177,35185,9145,34619,7101,17211,5503,2702,1762,1,2,0,0,0,0,20220703,강남구
202206,7호선,대림(구로구청),37,0,11728,1042,8844,3570,15218,6706,22007,17633,16631,12955,11284,15204,11743,15970,12469,13657,13417,13194,14125,13038,14480,13977,15425,16378,17076,22120,17708,23236,12211,15422,10168,10610,8017,12185,6534,10867,3253,5258,351,849,0,0,0,0,0,0,20220703,영등포구
202206,7호선,도봉산,54,3,5047,1117,18445,5722,48666,8247,41100,14346,20613,16267,13087,15677,11718,12814,12169,12810,11210,12155,11274,11815,12436,13400,14557,16773,13161,21326,11362,33496,6008,37164,4068,22686,3205,18856,2523,17652,761,12536,112,4176,1,161,0,0,0,0,20220703,도봉구
202206,7호선,뚝섬유원지,25,0,5363,679,9800,4448,22060,7044,30262,13350,19752,9655,11474,8233,9802,9450,10092,10759,10440,12832,10031,13798,11902,16593,14497,19591,16026,24292,17836,34399,14282,26033,17391,17276,19322,15422,18200,12683,8948,6485,783,1562,0,3,0,0,0,0,20220703,광진구
202206,7호선,마들,11,0,9766,1179,25049,3340,62563,8135,60207,11529,30281,9917,21268,9095,18655,10805,19562,12168,17018,13355,15624,14818,15181,18147,15705,21539,13330,27952,12122,42607,7475,44783,5328,25053,3870,21654,3220,21165,1385,13719,129,3850,0,0,0,0,0,0,20220703,노원구
202206,7호선,먹골,9,0,7526,753,13577,3011,34926,5478,44661,14041,25194,9380,16433,8724,14974,9318,15094,10566,14284,11183,12548,11869,12183,14384,12989,18966,13899,23849,14465,35189,9530,33021,6897,18577,5621,17448,4619,15799,1943,10062,258,2381,0,93,0,0,0,0,20220703,중랑구
202206,7호선,면목,24,0,12360,942,23445,6064,56204,8453,71140,25524,39274,17626,23723,14191,20475,13597,21215,16077,20368,17191,18389,16830,19085,21831,21469,28475,20619,34452,19565,51902,15659,47058,9997,27549,7875,24553,5427,23433,2364,14008,267,3859,0,0,0,0,0,0,20220703,중랑구
202206,7호선,반포,8,0,962,849,2765,8214,7813,11612,10770,19339,7925,15913,6144,9512,6085,9770,7607,9359,8301,9486,8809,8158,10782,8148,15180,8831,16154,9119,17297,11448,11793,7319,9374,4699,10172,4009,7540,3945,2434,2446,301,569,0,0,0,0,0,0,20220703,서초구
202206,7호선,보라매,4,0,4608,885,7304,4023,19364,12941,29016,32279,16862,10931,10268,8790,10196,7998,10447,8632,10097,9104,9698,9052,11045,9686,15085,11346,14989,16221,24225,24979,9870,19461,8031,11656,7464,10570,5790,9656,2535,6243,330,2055,0,6,0,0,0,0,20220703,동작구
202206,7호선,사가정,14,0,11401,1653,22674,6887,55170,11668,68667,24248,40145,16826,25076,15130,21676,15488,22909,16707,21634,17781,19920,18661,19352,23821,21364,29548,23668,38093,22914,60380,16775,50528,12434,28670,10509,25900,7895,22842,3868,14276,420,3859,0,0,0,0,0,0,20220703,중랑구
202206,7호선,상도,7,0,5354,1922,12318,5024,33672,7783,44115,18079,25799,14316,17149,12356,15469,11259,16617,12357,15894,13594,14320,14546,15056,15443,18147,18504,18390,24180,18747,38317,10536,27272,9213,18153,8320,16290,7413,15810,3719,11476,636,2458,0,0,0,0,0,0,20220703,동작구
202206,7호선,상봉(시외버스터미널),459,7,10119,1355,19763,7500,52891,13295,72764,27903,35841,19234,21979,14916,20067,16365,22008,17880,22198,18719,20826,18416,21173,20804,24827,25826,26790,35119,30341,58497,21320,50857,16448,29421,15276,24532,11902,24001,5703,15689,714,6156,0,22,0,0,0,0,20220703,중랑구
202206,7호선,수락산,63,3,9589,869,21306,5221,48326,8566,47363,17825,28906,16962,19980,16417,17826,16183,19234,16178,18858,14309,18869,14639,19220,17470,19594,21861,19663,27801,19364,39459,11898,41796,8466,24321,6842,19907,4290,18695,1963,12053,183,4093,0,17,0,0,0,0,20220703,노원구
202206,7호선,숭실대입구(살피재),8,0,5992,785,12267,4068,37504,8791,47726,21233,29727,18290,19554,18154,18308,16380,18228,16030,18809,17944,18196,18490,18548,19074,22319,23058,24624,29331,20195,44341,13107,33648,11512,20255,11357,19915,10954,19280,4799,13479,645,2883,0,0,0,0,0,0,20220703,동작구
202206,7호선,신대방삼거리,33,0,10184,814,19122,5200,52335,10480,75678,19720,42034,15453,23704,12799,21080,12560,21975,14532,20064,15639,17805,17527,17342,20196,20383,25831,19341,33707,22089,58451,12603,45224,10579,27517,8887,25671,7727,22247,3476,15611,456,4378,0,0,0,0,0,0,20220703,동작구
202206,7호선,신풍,135,3,11840,1202,16711,5467,40690,11384,50646,20145,28981,12179,17460,10566,15088,11307,16422,11690,15422,12468,13942,12597,14000,15392,16520,19620,16837,27851,17573,41138,10891,30520,7948,19171,6448,17610,5010,16616,1936,9877,308,2855,1,278,0,0,0,0,20220703,영등포구
202206,7호선,어린이대공원(세종대),6,0,3735,911,7729,8127,19488,15293,32633,53717,23848,36203,15247,27465,16415,23958,18831,23712,20880,26623,22615,22680,25781,19829,31100,20511,41298,24128,42428,31068,24413,23391,18702,14778,18035,12855,16988,13975,8393,10372,1133,2179,1,0,0,0,0,0,20220703,광진구
202206,7호선,온수(성공회대입구),116,0,6967,869,16380,3686,46962,11188,51567,16685,23174,12309,12931,6957,11466,6412,12330,8491,10892,9425,10036,9295,11195,10999,17023,13865,14611,21777,12944,38176,6435,30129,5032,17230,4419,15068,3311,14260,1466,10105,273,5286,0,766,0,0,0,0,20220703,구로구
202206,7호선,용마산(용마폭포공원),6,0,4683,667,10582,2307,23346,3846,28651,9719,16353,6286,9872,5491,8083,4891,8076,5625,7416,6464,6369,6759,6763,8980,7731,10637,7573,13327,7827,20283,4886,17797,3081,10965,2747,10600,1840,9938,860,6249,93,1686,0,0,0,0,0,0,20220703,중랑구
202206,7호선,이수,28,3,4657,1182,9658,8633,27469,14528,42306,40799,28365,28156,20016,20215,19563,19129,21536,19936,22791,21398,23072,20814,23280,22696,26582,27824,31928,36781,42093,55237,24459,36813,23488,19796,26324,16433,23817,14852,12356,9943,1608,3014,0,6,0,0,0,0,20220703,동작구
202206,7호선,장승배기,16,0,6065,1097,11183,4212,26017,8153,38315,16363,22959,10589,14837,9501,13121,9649,13109,10379,13437,10689,11763,11247,11308,13360,13448,16304,13102,19538,14616,30932,8045,22321,6696,14304,6275,13306,5263,12023,2003,8221,257,2188,0,0,0,0,0,0,20220703,동작구
202206,7호선,중계,13,0,9470,1910,24359,5315,61033,17446,61172,24304,33673,13179,22417,10671,20002,11146,23886,14051,19176,15010,15549,14763,17468,16882,21344,21104,21135,27735,17531,41743,9263,43332,6997,24417,6992,21549,5221,20375,1730,13619,216,3596,1,0,0,0,0,0,20220703,노원구
202206,7호선,중곡,3,0,5980,735,13291,4540,31292,15207,44921,29571,27214,13293,16562,9111,14446,8478,14493,10225,13600,10665,12286,11192,13200,13862,18785,16286,19927,20491,21336,32418,11758,27038,8275,16436,7042,14969,5049,13999,1521,8394,191,2266,0,0,0,0,0,0,20220703,광진구
202206,7호선,중화,32,0,8528,1031,15191,4899,36235,8370,45712,21977,25140,10875,16069,8905,14578,9418,14631,10685,13935,10884,12281,11842,12577,14611,14643,18480,16620,23324,17418,35372,10860,31584,7385,18010,6242,17285,4635,15829,1981,10421,229,2580,0,30,0,0,0,0,20220703,중랑구
202206,7호선,천왕,8,0,7739,1067,17557,5299,51228,8946,57163,15628,30724,8203,17201,7063,14009,8142,14394,10275,13449,10729,11741,11341,12102,14574,14293,18695,14194,26478,14258,45119,7698,36557,5449,21063,4408,17962,3243,16091,1225,10334,149,2513,0,22,0,0,0,0,20220703,구로구
202206,7호선,청담,49,0,2593,3448,6624,24818,10673,58565,14198,149609,12207,94985,11652,36287,14600,23803,17795,22269,18891,22905,21622,20192,30381,17569,38300,18300,60557,20903,110927,20656,53550,13449,31761,8964,29135,8385,23201,6363,6654,4113,713,2583,0,0,0,0,0,0,20220703,강남구
202206,7호선,태릉입구,109,0,7065,1117,8657,4840,21732,8174,25913,17284,17909,12196,13217,9749,12184,10659,12878,10479,13064,11008,13536,11292,14502,11786,15572,13902,18195,17223,18529,23253,10950,21159,8341,13412,7874,12264,6101,11735,2858,7828,304,3676,2,1096,0,0,0,0,20220703,노원구
202206,7호선,하계,23,1,8024,1431,25341,6959,68207,16846,69261,25023,38449,19908,28178,15559,26104,16256,27400,19660,24215,21517,23174,21825,26139,24467,29444,29134,28748,35524,23954,52277,14184,52081,11872,29112,10262,26499,7708,25124,2601,17575,308,4594,0,0,0,0,0,0,20220703,노원구
202206,7호선,학동,2,0,2001,2054,4547,24674,8513,52462,11079,178479,10518,134318,10454,51389,13138,27048,16863,21623,19272,24842,24583,20968,30654,17745,40701,17140,74698,18220,158658,19329,73714,11592,37285,7565,33871,6955,26526,5071,9705,3415,1322,1047,0,0,0,0,0,0,20220703,강남구
202206,8호선,가락시장,43,0,2781,2340,5577,7139,10763,14173,12539,38456,9832,16736,9265,11532,9910,10210,9398,9928,10291,10659,11035,9921,12428,10454,12987,12175,17826,14581,27254,19251,11765,13635,10489,8718,10189,8168,8471,6378,3872,4238,554,2172,1,390,0,0,0,0,20220703,송파구
